Cruze LT 2012 Motor: 1.8 ecotec;R$ 49.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/cruze-lt-2012-motor-1-8-ecotec-1089401518
Ford New Fiesta SE Motor :1.6;R$ 46.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/ford-new-fiesta-se-motor-1-6-1041895924
Fiat Idea Attractive 1.4 2014;R$ 36.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/fiat-idea-attractive-1-4-2014-1111822457
Ford KA SE 2017 Motor: 1.0;R$ 42.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-se-2017-motor-1-0-1056498790
HB20s Confort Plus 2015 Motor 1.0;R$ 46.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/hb20s-confort-plus-2015-motor-1-0-1064842652
Spacefox Gll 2011 Motor: 1.6;R$ 29.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/spacefox-gll-2011-motor-1-6-1095433548
Nivus 1.0 TSI Highline 2021/2022 Apenas 16.000 km rodados;R$ 124.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/nivus-1-0-tsi-highline-2021-2022-apenas-16-000-km-rodados-1124818509
Toyota Etios 2019 1.3 x 16v flex 4p automático;R$ 59.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/toyota-etios-2019-1-3-x-16v-flex-4p-automatico-1106454938
Ranger 2.5 XLT Flex Manual 2014/2015;R$ 97.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/ranger-2-5-xlt-flex-manual-2014-2015-1124682634
Mobi 1.0 Like 2020/2021;R$ 54.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/mobi-1-0-like-2020-2021-1124680469
Jeep Compass Night Egl 4x4 AT Diesel 2018;R$ 141.900;https://ba.olx.com.br/regiao-de-juazeiro-e-jacobina/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-night-egl-4x4-at-diesel-2018-1124631007
Onix 1.0 LS 2016/2016 Único Dono;R$ 47.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/onix-1-0-ls-2016-2016-unico-dono-1114335751
HB20s 2014 Mecânico;R$ 47.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/hb20s-2014-mecanico-1096328255
FIAT STRADA 1.4 MPI HARD WORKING CS 8V FLEX 2P MANUAL;R$ 63.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-1-4-mpi-hard-working-cs-8v-flex-2p-manual-1112814581
SSANGYONG REXTON II 2.7 RX270XVT 4X4 20V TURBO INTERCOOLER DIESEL 4P AUTOMÁTICO;R$ 70.000;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/ssangyong-rexton-ii-2-7-rx270xvt-4x4-20v-turbo-intercooler-diesel-4p-automatico-1036982638
STRADA 2021/2022 1.3 FIREFLY FLEX FREEDOM CS MANUAL;R$ 95.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/strada-2021-2022-1-3-firefly-flex-freedom-cs-manual-1104303285
Toyota Corolla Xei AT 2.0 2016;R$ 88.900;https://ba.olx.com.br/regiao-de-juazeiro-e-jacobina/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-xei-at-2-0-2016-1124339981
Kombi STD 1.4, Lotação, Escolar, 2009 até 2014 Imperdíveis ofertas, queima de estoque!;R$ 22.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/kombi-std-1-4-lotacao-escolar-2009-ate-2014-imperdiveis-ofertas-queima-de-estoque-1046972493
Duster Dynamique 1.6 Flex 17/18;R$ 70.999;https://ba.olx.com.br/regiao-de-vitoria-da-conquista-e-barreiras/autos-e-pecas/carros-vans-e-utilitarios/duster-dynamique-1-6-flex-17-18-1124261624
Duster Dynamique 1.6 Flex 14/14;R$ 51.999;https://ba.olx.com.br/regiao-de-vitoria-da-conquista-e-barreiras/autos-e-pecas/carros-vans-e-utilitarios/duster-dynamique-1-6-flex-14-14-1124255270
Uno Way 1.4 Flex 16/16;R$ 44.999;https://ba.olx.com.br/regiao-de-vitoria-da-conquista-e-barreiras/autos-e-pecas/carros-vans-e-utilitarios/uno-way-1-4-flex-16-16-1124251933
HILUX 2018/2018 2.7 SR 4X2 CD 16V FLEX 4P AUTOMÁTICO;R$ 164.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/hilux-2018-2018-2-7-sr-4x2-cd-16v-flex-4p-automatico-1045857238
Fiorino HD WK / Único Dono / 2020/2021;R$ 84.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/fiorino-hd-wk-unico-dono-2020-2021-1062928480
AMAROK 2015/2015 2.0 HIGHLINE 4X4 CD 16V TURBO INTERCOOLER DIESEL 4P AUTOMÁTICO;R$ 124.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/amarok-2015-2015-2-0-highline-4x4-cd-16v-turbo-intercooler-diesel-4p-automatico-1105556336
Mobi 1.0 Like 2019/2020 Apenas 24.000km Rodados;R$ 51.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/mobi-1-0-like-2019-2020-apenas-24-000km-rodados-1117324378
NISSAN VERSA 1.6 16V FLEXSTART SV 4P XTRONIC;R$ 60.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/nissan-versa-1-6-16v-flexstart-sv-4p-xtronic-1115058030
HYUNDAI HB20 1.0 COMFORT 12V FLEX 4P MANUAL;R$ 51.800;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-comfort-12v-flex-4p-manual-1122846644
Sandeiro 1.6;R$ 40.900;https://ba.olx.com.br/regiao-de-feira-de-santana-e-alagoinhas/autos-e-pecas/carros-vans-e-utilitarios/sandeiro-1-6-1054689261
CITROËN C3 1.5 TENDANCE 8V FLEX 4P MANUAL;R$ 44.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/citro-n-c3-1-5-tendance-8v-flex-4p-manual-1115053836
VIRTUS 2020/2021 1.6 MSI TOTAL FLEX AUTOMÁTICO;R$ 83.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/virtus-2020-2021-1-6-msi-total-flex-automatico-1103764987
HR-V 1.8 EXL 2015/2016 Top de linha;R$ 86.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/hr-v-1-8-exl-2015-2016-top-de-linha-1071817622
PEUGEOT 208 1.5 ALLURE 8V FLEX 4P MANUAL;R$ 43.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/peugeot-208-1-5-allure-8v-flex-4p-manual-1118639518
RENAULT KWID 1.0 12V SCE FLEX ZEN MANUAL;R$ 43.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/renault-kwid-1-0-12v-sce-flex-zen-manual-1121648684
RENAULT DUSTER OROCH 1.6 16V SCE FLEX EXPRESSION MANUAL;R$ 85.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/renault-duster-oroch-1-6-16v-sce-flex-expression-manual-1121648738
KA SE 1.0 Flex 15/16;R$ 41.999;https://ba.olx.com.br/regiao-de-vitoria-da-conquista-e-barreiras/autos-e-pecas/carros-vans-e-utilitarios/ka-se-1-0-flex-15-16-1123951819
Duster Dynamique 1.6 Flex 12/13;R$ 46.999;https://ba.olx.com.br/regiao-de-vitoria-da-conquista-e-barreiras/autos-e-pecas/carros-vans-e-utilitarios/duster-dynamique-1-6-flex-12-13-1123947869
FIAT FIORINO 1.4 MPI FURGÃO ENDURANCE 8V FLEX 2P MANUAL;R$ 79.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/fiat-fiorino-1-4-mpi-furgao-endurance-8v-flex-2p-manual-1114507047
Kicks 1.6 SL 2019/2020 Único Dono;R$ 103.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/kicks-1-6-sl-2019-2020-unico-dono-1112550668
ECOSPORT FREESTYLE 1.6 2017 AUTOMÁTICO CONSERVADISSIMA!!!!;R$ 67.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/ecosport-freestyle-1-6-2017-automatico-conservadissima-1099743655
ONIX 2017/2018 1.0 MPFI JOY 8V FLEX 4P MANUAL;R$ 52.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/onix-2017-2018-1-0-mpfi-joy-8v-flex-4p-manual-1080543533
Financiamento Corolla S10 Toro Ranger Evoque Hr-V;R$ 1.000;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/financiamento-corolla-s10-toro-ranger-evoque-hr-v-1092863257
Fiat Strada 2013 1.6 mpi trekking cd 16v gasolina 2p manual;R$ 49.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-2013-1-6-mpi-trekking-cd-16v-gasolina-2p-manual-1123886517
C-180 1.6 Exclusive 2018/2018;R$ 148.850;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/c-180-1-6-exclusive-2018-2018-1118726815
Strada Volcano Automática 0km 2022;R$ 133.900;https://ba.olx.com.br/regiao-de-juazeiro-e-jacobina/autos-e-pecas/carros-vans-e-utilitarios/strada-volcano-automatica-0km-2022-1109383983
MITSUBISHI ASX 2.0 4X2 16V FLEX 4P AUTOMÁTICO;R$ 89.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/mitsubishi-asx-2-0-4x2-16v-flex-4p-automatico-1080276057
Toyota Yaris 2019 XL 1.5 Mecânico;R$ 69.500;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/toyota-yaris-2019-xl-1-5-mecanico-1095143929
RENAULT LOGAN 1.0 12V SCE FLEX ZEN MANUAL;R$ 56.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/renault-logan-1-0-12v-sce-flex-zen-manual-1085009351
XC90 2.0 T6 Gas. Momentum 2018/2019;R$ 298.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/xc90-2-0-t6-gas-momentum-2018-2019-1114500779
Onix 1.0 Turbo LT Automático 2022/2023;R$ 94.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/onix-1-0-turbo-lt-automatico-2022-2023-1068611426
Crossfox 1.6 2011/2012;R$ 43.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/crossfox-1-6-2011-2012-1111258522
T-Cross 1.0 200 TSI Confort 2021/2022 16.000;R$ 134.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/t-cross-1-0-200-tsi-confort-2021-2022-16-000-1093887440
YARIS 2019/2020 1.5 16V FLEX SEDAN XS MULTIDRIVE;R$ 79.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/yaris-2019-2020-1-5-16v-flex-sedan-xs-multidrive-1096895695
Volkswagen Fox 2019 1.6 msi total flex connect 4p manual;R$ 57.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-fox-2019-1-6-msi-total-flex-connect-4p-manual-1123672577
FIAT UNO 1.0 EVO WAY 8V FLEX 4P MANUAL;R$ 42.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1-0-evo-way-8v-flex-4p-manual-1091065963
Puma GTB S2 1979;R$ 60.000;https://ba.olx.com.br/regiao-de-feira-de-santana-e-alagoinhas/autos-e-pecas/carros-vans-e-utilitarios/puma-gtb-s2-1979-1104731214
ECOSPORT 2014/2015 2.0 FREESTYLE 16V FLEX 4P POWERSHIFT;R$ 59.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/ecosport-2014-2015-2-0-freestyle-16v-flex-4p-powershift-1095373961
Jetta 2.0 Tsi Gli 2019/2019 Apenas 36.000 km Rodados;R$ 174.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/jetta-2-0-tsi-gli-2019-2019-apenas-36-000-km-rodados-1123635182
Ranger 2013 XLT 3.2 DIESEL;R$ 97.000;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/ranger-2013-xlt-3-2-diesel-1116230273
Versa 1.6 Unique 2018/2018;R$ 64.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/versa-1-6-unique-2018-2018-1104207514
Nivus 2022 Automático;R$ 116.000;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/nivus-2022-automatico-1118037773
HB20S 2019/2019 1.0 UNIQUE 12V FLEX 4P MANUAL;R$ 58.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/hb20s-2019-2019-1-0-unique-12v-flex-4p-manual-1090164107
Palio;R$ 28.900;https://ba.olx.com.br/regiao-de-feira-de-santana-e-alagoinhas/autos-e-pecas/carros-vans-e-utilitarios/palio-1115568046
Uno;R$ 34.900;https://ba.olx.com.br/regiao-de-feira-de-santana-e-alagoinhas/autos-e-pecas/carros-vans-e-utilitarios/uno-1102134594
FORD KA + 1.0 TI-VCT FLEX SE MANUAL;R$ 53.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-1-0-ti-vct-flex-se-manual-1119950451
KA SE 1.0 SD 2017/2018;R$ 49.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/ka-se-1-0-sd-2017-2018-1075347509
Amarok 2012 SE4X4 DIESEL Manual nova;R$ 92.000;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/amarok-2012-se4x4-diesel-manual-nova-1121745966
MONTANA 2015/2015 1.4 MPFI SPORT CS 8V FLEX 2P MANUAL;R$ 52.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/montana-2015-2015-1-4-mpfi-sport-cs-8v-flex-2p-manual-1121545121
VOYAGE 2020/2021 1.0 12V MPI TOTALFLEX 4P MANUAL;R$ 59.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/voyage-2020-2021-1-0-12v-mpi-totalflex-4p-manual-1029778029
TORO 2019/2020 2.0 16V TURBO DIESEL VOLCANO 4WD AT9;R$ 149.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/toro-2019-2020-2-0-16v-turbo-diesel-volcano-4wd-at9-1101474533
Farus TS - 1983/84;R$ 35.000;https://ba.olx.com.br/regiao-de-feira-de-santana-e-alagoinhas/autos-e-pecas/carros-vans-e-utilitarios/farus-ts-1983-84-1075151285
Sandero 2017 1.0 4 Cilindros;R$ 43.800;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/sandero-2017-1-0-4-cilindros-1084809352
Ka 1.0 SE 2019/2020 Impecável;R$ 55.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/ka-1-0-se-2019-2020-impecavel-1117319244
ONIX JOY 1.0 2019 COMPLETO IMPECÁVEL;R$ 52.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/onix-joy-1-0-2019-completo-impecavel-1110389302
Ka;R$ 39.900;https://ba.olx.com.br/regiao-de-feira-de-santana-e-alagoinhas/autos-e-pecas/carros-vans-e-utilitarios/ka-1112485116
Spin 1.8 7 Lugares Premier 2021/2021;R$ 95.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/spin-1-8-7-lugares-premier-2021-2021-1116563264
Hilux 2.8 SRX 2021/2021 Apenas 3.000KM;R$ 299.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/hilux-2-8-srx-2021-2021-apenas-3-000km-1118370625
Chery Tiggo 3x 2022 1.0 vvt turbo iflex pro cvt;R$ 96.900;https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/chery-tiggo-3x-2022-1-0-vvt-turbo-iflex-pro-cvt-1106447051
